!CSV A.01.01
!Keysight Technologies,N5224A,MY51441075,A.10.49.11
!Date: Saturday, November 26, 2022 12:56:54
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S21(DB),S21(DEG)
5357000000,-30.274845,91.103561
5358000000,-30.275219,88.68708
5359000000,-30.275949,86.269569
5360000000,-30.276556,83.850998
5361000000,-30.277342,81.432381
5362000000,-30.278061,79.012634
5363000000,-30.278782,76.592018
5364000000,-30.27965,74.170502
5365000000,-30.280718,71.747238
5366000000,-30.281984,69.325333
5367000000,-30.283375,66.903442
5368000000,-30.284781,64.479431
5369000000,-30.286287,62.056232
5370000000,-30.288052,59.631905
5371000000,-30.289991,57.206146
5372000000,-30.292099,54.780781
5373000000,-30.294233,52.355526
5374000000,-30.296654,49.930256
5375000000,-30.299294,47.50452
5376000000,-30.302086,45.079041
5377000000,-30.305038,42.653469
5378000000,-30.308245,40.228676
5379000000,-30.311644,37.802944
5380000000,-30.315224,35.378349
5381000000,-30.318808,32.954807
5382000000,-30.322453,30.531725
5383000000,-30.326414,28.109371
5384000000,-30.33024,25.688971
5385000000,-30.334379,23.269047
5386000000,-30.3386,20.849796
5387000000,-30.342756,18.432192
5388000000,-30.347239,16.015127
5389000000,-30.351646,13.598959
5390000000,-30.356133,11.183884
5391000000,-30.360788,8.7696505
5392000000,-30.365311,6.3577609
5393000000,-30.369781,3.9452245
5394000000,-30.374302,1.5349197
5395000000,-30.378958,-0.87453616
5396000000,-30.383528,-3.281688
5397000000,-30.388144,-5.6887956
5398000000,-30.392685,-8.0938673
5399000000,-30.397228,-10.498299
5400000000,-30.401665,-12.902287
5401000000,-30.405966,-15.304209
5402000000,-30.410183,-17.704958
5403000000,-30.414211,-20.104416
5404000000,-30.417988,-22.503004
5405000000,-30.421726,-24.901529
5406000000,-30.425293,-27.29759
5407000000,-30.428902,-29.693817
5408000000,-30.432276,-32.09026
5409000000,-30.435501,-34.48502
5410000000,-30.438759,-36.878872
5411000000,-30.441601,-39.273449
5412000000,-30.444317,-41.668346
5413000000,-30.446758,-44.060318
5414000000,-30.449038,-46.453465
5415000000,-30.451374,-48.847713
5416000000,-30.453339,-51.240768
5417000000,-30.455332,-53.634144
5418000000,-30.457062,-56.028206
5419000000,-30.458775,-58.421471
5420000000,-30.460032,-60.814209
5421000000,-30.461401,-63.208557
5422000000,-30.462547,-65.602928
5423000000,-30.463516,-67.997925
5424000000,-30.464525,-70.393173
5425000000,-30.465372,-72.78788
5426000000,-30.466246,-75.18438
5427000000,-30.466852,-77.580925
5428000000,-30.467497,-79.97728
5429000000,-30.467985,-82.375153
5430000000,-30.468559,-84.774384
5431000000,-30.469017,-87.173828
5432000000,-30.469477,-89.574326
5433000000,-30.46986,-91.975182
5434000000,-30.470108,-94.376289
5435000000,-30.470303,-96.77803
5436000000,-30.470652,-99.179756
5437000000,-30.470821,-101.58197
5438000000,-30.471146,-103.98647
5439000000,-30.47142,-106.3909
5440000000,-30.471647,-108.79542
5441000000,-30.471811,-111.20107
5442000000,-30.472158,-113.60529
5443000000,-30.472271,-116.01164
5444000000,-30.472639,-118.41854
5445000000,-30.473215,-120.82572
5446000000,-30.473692,-123.2336
5447000000,-30.474159,-125.64275
5448000000,-30.474567,-128.05145
5449000000,-30.475012,-130.46182
5450000000,-30.475796,-132.87292
5451000000,-30.476486,-135.28328
5452000000,-30.477169,-137.69333
5453000000,-30.477839,-140.1032
5454000000,-30.47868,-142.51373
5455000000,-30.479567,-144.92415
5456000000,-30.480383,-147.33476
5457000000,-30.481237,-149.74551
5458000000,-30.482105,-152.15677
5459000000,-30.483168,-154.56757
5460000000,-30.484188,-156.97791
5461000000,-30.485106,-159.38998
5462000000,-30.486208,-161.80141
5463000000,-30.487381,-164.21239
5464000000,-30.488544,-166.62463
5465000000,-30.489828,-169.03445
5466000000,-30.490988,-171.44495
5467000000,-30.492302,-173.85536
5468000000,-30.493612,-176.26694
5469000000,-30.494858,-178.67694
5470000000,-30.496355,178.91386
5471000000,-30.497713,176.50531
5472000000,-30.499386,174.09607
5473000000,-30.5009,171.68687
5474000000,-30.502489,169.27908
5475000000,-30.504061,166.87253
5476000000,-30.505827,164.46568
5477000000,-30.507385,162.05846
5478000000,-30.508974,159.65276
5479000000,-30.510561,157.24713
5480000000,-30.512196,154.84134
5481000000,-30.513691,152.43619
5482000000,-30.515427,150.032
5483000000,-30.517073,147.62785
5484000000,-30.51861,145.22478
5485000000,-30.520117,142.82288
5486000000,-30.521553,140.41994
5487000000,-30.523073,138.01764
5488000000,-30.524424,135.61606
5489000000,-30.525759,133.21509
5490000000,-30.527016,130.81441
5491000000,-30.528288,128.41393
5492000000,-30.529373,126.01255
5493000000,-30.530626,123.61179
5494000000,-30.531641,121.21201
5495000000,-30.532522,118.81271
5496000000,-30.533587,116.41299
5497000000,-30.534512,114.01335
5498000000,-30.535051,111.61414
5499000000,-30.535776,109.21549
5500000000,-30.53611,106.81596
5501000000,-30.536482,104.41611
5502000000,-30.536688,102.01765
5503000000,-30.536886,99.61776
5504000000,-30.5369,97.217957
5505000000,-30.536852,94.818748
5506000000,-30.536739,92.418716
5507000000,-30.536415,90.018661
5508000000,-30.536146,87.619919
5509000000,-30.535755,85.220589
5510000000,-30.535076,82.820778
5511000000,-30.534513,80.419388
5512000000,-30.533726,78.017212
5513000000,-30.532818,75.61499
5514000000,-30.531788,73.212105
5515000000,-30.530785,70.808624
5516000000,-30.529484,68.405724
5517000000,-30.528086,66.000595
5518000000,-30.526573,63.595005
5519000000,-30.525099,61.190094
5520000000,-30.523623,58.782547
5521000000,-30.522213,56.374371
5522000000,-30.520374,53.96801
5523000000,-30.518505,51.558464
5524000000,-30.516626,49.148018
5525000000,-30.514744,46.737583
5526000000,-30.513002,44.326916
5527000000,-30.511053,41.91531
5528000000,-30.509258,39.502121
5529000000,-30.507244,37.088387
5530000000,-30.505239,34.674942
5531000000,-30.503143,32.26133
5532000000,-30.501253,29.845085
5533000000,-30.49935,27.428476
5534000000,-30.49728,25.011763
5535000000,-30.495384,22.593475
5536000000,-30.493513,20.174749
5537000000,-30.491756,17.754869
5538000000,-30.490187,15.333015
5539000000,-30.488375,12.911343
5540000000,-30.48686,10.488303
5541000000,-30.485247,8.06499
5542000000,-30.483854,5.6424532
5543000000,-30.482599,3.21753
5544000000,-30.481306,0.79387999
5545000000,-30.479971,-1.6312273
5546000000,-30.478868,-4.0557461
5547000000,-30.477816,-6.4816866
5548000000,-30.476891,-8.9072952
5549000000,-30.475983,-11.334161
5550000000,-30.475222,-13.760934
5551000000,-30.47448,-16.187542
5552000000,-30.473801,-18.61474
5553000000,-30.473192,-21.042112
5554000000,-30.472845,-23.469664
5555000000,-30.472645,-25.897041
5556000000,-30.472483,-28.322964
5557000000,-30.472519,-30.75054
5558000000,-30.472317,-33.178333
5559000000,-30.472282,-35.605057
5560000000,-30.472368,-38.032822
5561000000,-30.472443,-40.460556
5562000000,-30.472698,-42.887745
5563000000,-30.47282,-45.313797
5564000000,-30.473148,-47.741779
5565000000,-30.473412,-50.167793
5566000000,-30.473616,-52.593391
5567000000,-30.473974,-55.018238
5568000000,-30.474211,-57.443497
5569000000,-30.474365,-59.869465
5570000000,-30.474661,-62.295322
5571000000,-30.474894,-64.720604
5572000000,-30.475206,-67.145805
5573000000,-30.475445,-69.570427
5574000000,-30.475649,-71.995102
5575000000,-30.475803,-74.420334
5576000000,-30.475851,-76.845833
5577000000,-30.475946,-79.270103
5578000000,-30.475805,-81.694038
5579000000,-30.475744,-84.120346
5580000000,-30.475555,-86.544495
5581000000,-30.475286,-88.96891
5582000000,-30.47504,-91.394478
5583000000,-30.474915,-93.819618
5584000000,-30.474529,-96.24482
5585000000,-30.474237,-98.670158
5586000000,-30.473743,-101.09664
5587000000,-30.473284,-103.5228
5588000000,-30.472942,-105.94926
5589000000,-30.472374,-108.37527
5590000000,-30.471735,-110.80307
5591000000,-30.471321,-113.23165
5592000000,-30.470789,-115.65891
5593000000,-30.470083,-118.08862
5594000000,-30.469608,-120.51752
5595000000,-30.469007,-122.94633
5596000000,-30.468138,-125.3767
5597000000,-30.467344,-127.80708
5598000000,-30.466648,-130.23787
5599000000,-30.465963,-132.66948
5600000000,-30.465313,-135.10052
5601000000,-30.464382,-137.53284
5602000000,-30.463717,-139.96643
5603000000,-30.463057,-142.40089
5604000000,-30.462536,-144.8354
5605000000,-30.461889,-147.2713
5606000000,-30.461306,-149.70743
5607000000,-30.460905,-152.1451
5608000000,-30.460354,-154.58243
5609000000,-30.460003,-157.01895
5610000000,-30.459562,-159.45728
5611000000,-30.459341,-161.89699
5612000000,-30.459211,-164.33791
5613000000,-30.459187,-166.77805
5614000000,-30.459131,-169.21928
5615000000,-30.459259,-171.66011
5616000000,-30.459578,-174.10228
5617000000,-30.459927,-176.54434
5618000000,-30.460211,-178.98688
5619000000,-30.460785,178.57101
5620000000,-30.461433,176.12846
5621000000,-30.461826,173.68488
5622000000,-30.462589,171.24139
5623000000,-30.463434,168.79851
5624000000,-30.464319,166.35458
5625000000,-30.465172,163.90971
5626000000,-30.46636,161.46487
5627000000,-30.467304,159.01994
5628000000,-30.468477,156.57629
5629000000,-30.469856,154.13225
5630000000,-30.471235,151.68825
5631000000,-30.472668,149.24489
5632000000,-30.47427,146.80043
5633000000,-30.475756,144.3569
5634000000,-30.477264,141.91429
5635000000,-30.479042,139.4716
5636000000,-30.480883,137.02951
5637000000,-30.483044,134.5874
5638000000,-30.4853,132.14468
5639000000,-30.487514,129.70305
5640000000,-30.489767,127.262
5641000000,-30.49188,124.82022
5642000000,-30.494057,122.37959
5643000000,-30.496283,119.93911
5644000000,-30.4984,117.50017
5645000000,-30.500467,115.05999
5646000000,-30.502602,112.62005
5647000000,-30.504763,110.1824
5648000000,-30.507168,107.74267
5649000000,-30.509493,105.30305
5650000000,-30.511932,102.86461
5651000000,-30.514378,100.42596
5652000000,-30.516783,97.987755
5653000000,-30.519314,95.548843
5654000000,-30.521961,93.110809
5655000000,-30.524418,90.673325
5656000000,-30.52704,88.234512
5657000000,-30.529581,85.796059
5658000000,-30.532192,83.357758
5659000000,-30.534769,80.919571
5660000000,-30.537432,78.481194
5661000000,-30.540098,76.041878
5662000000,-30.54253,73.603607
5663000000,-30.54504,71.166
5664000000,-30.547958,68.726891
5665000000,-30.550789,66.286896
5666000000,-30.553658,63.847729
5667000000,-30.556549,61.408791
5668000000,-30.559397,58.969818
5669000000,-30.562435,56.529526
5670000000,-30.565485,54.086636
5671000000,-30.568567,51.646328
5672000000,-30.571571,49.206661
5673000000,-30.574722,46.763897
5674000000,-30.578188,44.323322
5675000000,-30.581615,41.881454
5676000000,-30.585135,39.439198
5677000000,-30.588566,36.996597
5678000000,-30.592253,34.552498
5679000000,-30.596018,32.109547
5680000000,-30.599758,29.665173
5681000000,-30.603527,27.221315
5682000000,-30.60743,24.776117
5683000000,-30.611397,22.331408
5684000000,-30.615492,19.885832
5685000000,-30.619673,17.439501
5686000000,-30.624004,14.993331
5687000000,-30.62838,12.547468
5688000000,-30.632816,10.101963
5689000000,-30.637196,7.6571808
5690000000,-30.641916,5.2095246
5691000000,-30.646456,2.7645109
5692000000,-30.65118,0.3184427
5693000000,-30.655983,-2.1298122
5694000000,-30.6607,-4.5748172
5695000000,-30.665834,-7.0215211
5696000000,-30.670965,-9.4676867
5697000000,-30.675949,-11.914645
5698000000,-30.681103,-14.360308
5699000000,-30.686331,-16.805162
5700000000,-30.691647,-19.251026
5701000000,-30.696939,-21.69663
5702000000,-30.702518,-24.141584
5703000000,-30.708212,-26.584934
5704000000,-30.714033,-29.029381
5705000000,-30.719791,-31.472921
5706000000,-30.72541,-33.916763
5707000000,-30.7311,-36.361549
5708000000,-30.736967,-38.804783
5709000000,-30.74313,-41.246887
5710000000,-30.749178,-43.689785
5711000000,-30.755375,-46.130871
5712000000,-30.761555,-48.572529
5713000000,-30.767752,-51.011761
5714000000,-30.774382,-53.45192
5715000000,-30.780659,-55.890377
5716000000,-30.787191,-58.329815
5717000000,-30.793835,-60.768391
5718000000,-30.800423,-63.20771
5719000000,-30.807161,-65.644897
5720000000,-30.814007,-68.082214
5721000000,-30.820827,-70.518639
5722000000,-30.827719,-72.955002
5723000000,-30.834549,-75.389877
5724000000,-30.841444,-77.826324
5725000000,-30.848459,-80.261467
5726000000,-30.855473,-82.69558
5727000000,-30.862597,-85.130104
5728000000,-30.869831,-87.565529
5729000000,-30.877033,-90.000534
5730000000,-30.88401,-92.433853
5731000000,-30.891479,-94.867661
5732000000,-30.898806,-97.301315
5733000000,-30.906038,-99.734306
5734000000,-30.913513,-102.16672
5735000000,-30.921091,-104.60077
5736000000,-30.928566,-107.03423
5737000000,-30.936258,-109.46633
5738000000,-30.943764,-111.89875
5739000000,-30.951357,-114.32973
5740000000,-30.958937,-116.76048
5741000000,-30.966747,-119.19135
5742000000,-30.974533,-121.62327
5743000000,-30.982336,-124.05544
5744000000,-30.990311,-126.48646
5745000000,-30.998285,-128.91833
5746000000,-31.006304,-131.34984
5747000000,-31.014214,-133.78119
5748000000,-31.022362,-136.2135
5749000000,-31.030542,-138.64452
5750000000,-31.038553,-141.07565
5751000000,-31.047009,-143.50784
5752000000,-31.055433,-145.93839
5753000000,-31.063839,-148.36967
5754000000,-31.07221,-150.80139
5755000000,-31.08065,-153.23265
5756000000,-31.089241,-155.66307
5757000000,-31.097603,-158.09358
5758000000,-31.106268,-160.52254
5759000000,-31.11504,-162.95294
5760000000,-31.123827,-165.38431
5761000000,-31.132702,-167.81419
5762000000,-31.14159,-170.24362
5763000000,-31.150553,-172.67149
5764000000,-31.159504,-175.10133
5765000000,-31.168621,-177.53008
5766000000,-31.177555,-179.95793
5767000000,-31.186743,177.61412
5768000000,-31.195875,175.18784
5769000000,-31.205235,172.76161
5770000000,-31.214394,170.33505
5771000000,-31.22369,167.90924
5772000000,-31.233166,165.48407
5773000000,-31.242842,163.05908
5774000000,-31.2523,160.63458
5775000000,-31.261925,158.21129
5776000000,-31.271688,155.78879
5777000000,-31.281507,153.36676
5778000000,-31.291353,150.94563
5779000000,-31.301233,148.52283
5780000000,-31.311104,146.1001
5781000000,-31.320944,143.6792
5782000000,-31.330639,141.25864
5783000000,-31.340654,138.83821
5784000000,-31.350657,136.41815
5785000000,-31.360956,133.99818
5786000000,-31.371178,131.5793
5787000000,-31.381231,129.1593
5788000000,-31.391157,126.7414
5789000000,-31.400873,124.32336
5790000000,-31.410936,121.90512
5791000000,-31.420841,119.48706
5792000000,-31.43103,117.07046
5793000000,-31.441101,114.65422
5794000000,-31.451277,112.23885
5795000000,-31.461536,109.8232
5796000000,-31.471893,107.40816
5797000000,-31.482286,104.99424
5798000000,-31.492699,102.57892
5799000000,-31.502777,100.16539
5800000000,-31.513256,97.751694
5801000000,-31.523531,95.337433
5802000000,-31.533817,92.924805
5803000000,-31.544304,90.511436
5804000000,-31.554697,88.09906
5805000000,-31.56498,85.687569
5806000000,-31.575274,83.275558
5807000000,-31.585609,80.864845
5808000000,-31.596094,78.454094
5809000000,-31.606575,76.044655
5810000000,-31.617155,73.634613
5811000000,-31.627777,71.223717
5812000000,-31.638338,68.81591
5813000000,-31.649008,66.407639
5814000000,-31.65974,63.998421
5815000000,-31.670387,61.591026
5816000000,-31.681046,59.186077
5817000000,-31.691813,56.782246
5818000000,-31.702776,54.37706
5819000000,-31.713655,51.971664
5820000000,-31.724375,49.570358
5821000000,-31.735233,47.168983
5822000000,-31.745909,44.766758
5823000000,-31.756863,42.364723
5824000000,-31.767941,39.964985
5825000000,-31.778847,37.565002
5826000000,-31.789837,35.167053
5827000000,-31.800627,32.768375
5828000000,-31.811466,30.371847
5829000000,-31.82226,27.976744
5830000000,-31.832901,25.581661
5831000000,-31.843719,23.187847
5832000000,-31.854727,20.794781
5833000000,-31.86536,18.403131
5834000000,-31.875916,16.013218
5835000000,-31.886347,13.6245
5836000000,-31.896858,11.235088
5837000000,-31.907728,8.8475075
5838000000,-31.918276,6.4607654
5839000000,-31.92878,4.0748382
5840000000,-31.939348,1.6897765
5841000000,-31.949585,-0.69197977
5842000000,-31.959702,-3.0756564
5843000000,-31.969971,-5.458807
5844000000,-31.979994,-7.8382587
5845000000,-31.990206,-10.220291
5846000000,-32.000225,-12.599513
5847000000,-32.010201,-14.979582
5848000000,-32.020386,-17.358559
5849000000,-32.030388,-19.737215
5850000000,-32.040066,-22.116007
5851000000,-32.049984,-24.493753
5852000000,-32.059948,-26.870451
5853000000,-32.069462,-29.248222
5854000000,-32.078831,-31.627687
5855000000,-32.088223,-34.005875
5856000000,-32.097427,-36.38311
5857000000,-32.10675,-38.759922
5858000000,-32.115879,-41.136177
5859000000,-32.124962,-43.513039
5860000000,-32.133881,-45.889187
5861000000,-32.142845,-48.264496
5862000000,-32.15181,-50.641781
5863000000,-32.160519,-53.019073
5864000000,-32.169495,-55.396572
5865000000,-32.178112,-57.772686
5866000000,-32.186787,-60.15033
5867000000,-32.195618,-62.527199
5868000000,-32.204079,-64.903854
5869000000,-32.212612,-67.27964
5870000000,-32.220978,-69.657059
5871000000,-32.229473,-72.033836
5872000000,-32.237911,-74.410904
5873000000,-32.246445,-76.787819
5874000000,-32.254963,-79.165421
5875000000,-32.263466,-81.540817
5876000000,-32.272015,-83.9179
5877000000,-32.280594,-86.292786
5878000000,-32.289276,-88.667763
5879000000,-32.29771,-91.042458
5880000000,-32.306358,-93.416145
5881000000,-32.315037,-95.790207
5882000000,-32.323563,-98.163498
5883000000,-32.33215,-100.53573
5884000000,-32.340912,-102.90829
5885000000,-32.349358,-105.28084
5886000000,-32.357754,-107.65142
5887000000,-32.366516,-110.02168
5888000000,-32.375298,-112.3909
5889000000,-32.384014,-114.76115
5890000000,-32.392666,-117.13112
5891000000,-32.401321,-119.49906
5892000000,-32.409821,-121.86593
5893000000,-32.418209,-124.23139
5894000000,-32.426987,-126.59663
5895000000,-32.435509,-128.96219
5896000000,-32.443954,-131.32454
5897000000,-32.452187,-133.68492
5898000000,-32.46051,-136.04674
5899000000,-32.469059,-138.40645
5900000000,-32.47707,-140.76672
5901000000,-32.485287,-143.12447
5902000000,-32.493031,-145.48183
5903000000,-32.501015,-147.83777
5904000000,-32.509033,-150.19312
5905000000,-32.516758,-152.54726
5906000000,-32.524403,-154.90199
5907000000,-32.531979,-157.25415
5908000000,-32.539673,-159.60762
5909000000,-32.546871,-161.95963
5910000000,-32.554081,-164.31071
5911000000,-32.561153,-166.66066
5912000000,-32.568111,-169.01094
5913000000,-32.57481,-171.36057
5914000000,-32.581505,-173.71097
5915000000,-32.587952,-176.05768
5916000000,-32.594193,-178.40517
5917000000,-32.600388,179.24628
5918000000,-32.606068,176.89879
5919000000,-32.611824,174.55043
5920000000,-32.617565,172.20152
5921000000,-32.622955,169.85364
5922000000,-32.628437,167.50484
5923000000,-32.633808,165.15782
5924000000,-32.638577,162.80827
5925000000,-32.643349,160.45947
5926000000,-32.648045,158.11067
5927000000,-32.652477,155.76201
5928000000,-32.6567,153.4122
5929000000,-32.660908,151.06261
5930000000,-32.664936,148.71262
5931000000,-32.668747,146.36343
5932000000,-32.67268,144.0121
5933000000,-32.67667,141.65999
5934000000,-32.680229,139.30803
5935000000,-32.683762,136.95656
5936000000,-32.687103,134.60265
5937000000,-32.69043,132.24805
5938000000,-32.693932,129.8934
5939000000,-32.697502,127.53814
5940000000,-32.700916,125.18296
5941000000,-32.70417,122.82836
5942000000,-32.707558,120.47179
5943000000,-32.710835,118.11533
5944000000,-32.714252,115.75805
5945000000,-32.717468,113.40069
5946000000,-32.720753,111.04196
5947000000,-32.723885,108.68398
5948000000,-32.727398,106.32576
5949000000,-32.730839,103.96869
5950000000,-32.73436,101.61046
5951000000,-32.738014,99.252762
5952000000,-32.741627,96.893669
5953000000,-32.745079,94.535637
5954000000,-32.7486,92.176964
5955000000,-32.75201,89.818665
5956000000,-32.75565,87.460732
5957000000,-32.759747,85.102211
5958000000,-32.763454,82.744865
5959000000,-32.767139,80.388084
5960000000,-32.770828,78.032173
5961000000,-32.774342,75.675171
5962000000,-32.778027,73.322296
5963000000,-32.781689,70.967087
5964000000,-32.785404,68.613449
5965000000,-32.789215,66.260399
5966000000,-32.79269,63.907349
5967000000,-32.796204,61.554035
5968000000,-32.799683,59.200966
5969000000,-32.803131,56.848183
5970000000,-32.806671,54.498184
5971000000,-32.809929,52.146294
5972000000,-32.813023,49.796597
5973000000,-32.816116,47.448814
5974000000,-32.819016,45.100399
5975000000,-32.821819,42.752197
5976000000,-32.824387,40.40382
5977000000,-32.82703,38.055153
5978000000,-32.829338,35.707542
5979000000,-32.831501,33.358871
5980000000,-32.83366,31.011406
5981000000,-32.835838,28.664515
5982000000,-32.837658,26.316744
5983000000,-32.839214,23.967953
5984000000,-32.840801,21.618382
5985000000,-32.842136,19.267942
5986000000,-32.84346,16.917519
5987000000,-32.844437,14.567041
5988000000,-32.844872,12.215652
5989000000,-32.84565,9.8635902
5990000000,-32.846092,7.5116653
5991000000,-32.846512,5.1584582
5992000000,-32.846992,2.8035233
5993000000,-32.847549,0.44963899
5994000000,-32.847713,-1.9032034
5995000000,-32.84771,-4.2606282
5996000000,-32.847931,-6.6174569
5997000000,-32.847904,-8.9757566
5998000000,-32.847733,-11.33417
5999000000,-32.847496,-13.694333
6000000000,-32.847267,-16.054995
6001000000,-32.847145,-18.418711
6002000000,-32.846855,-20.781221
6003000000,-32.846352,-23.144363
6004000000,-32.846149,-25.509045
6005000000,-32.846046,-27.873543
6006000000,-32.845901,-30.239149
6007000000,-32.846134,-32.60503
6008000000,-32.84626,-34.972126
6009000000,-32.846756,-37.338993
6010000000,-32.847088,-39.706421
6011000000,-32.847355,-42.073933
6012000000,-32.847862,-44.441513
6013000000,-32.848366,-46.809799
6014000000,-32.849289,-49.176159
6015000000,-32.850052,-51.544868
6016000000,-32.850945,-53.913277
6017000000,-32.852108,-56.280613
6018000000,-32.853008,-58.648479
6019000000,-32.854519,-61.016102
6020000000,-32.855736,-63.384377
6021000000,-32.857235,-65.750916
6022000000,-32.858715,-68.115906
6023000000,-32.860123,-70.48037
6024000000,-32.861816,-72.844627
6025000000,-32.863312,-75.208115
6026000000,-32.864689,-77.573006
6027000000,-32.866035,-79.935516
6028000000,-32.867332,-82.299255
6029000000,-32.868458,-84.661636
6030000000,-32.869785,-87.02285
6031000000,-32.871124,-89.384468
6032000000,-32.872543,-91.745216
6033000000,-32.873554,-94.105942
6034000000,-32.874676,-96.466217
6035000000,-32.875626,-98.824745
6036000000,-32.876518,-101.18172
6037000000,-32.87738,-103.53886
6038000000,-32.877724,-105.89562
6039000000,-32.87788,-108.25318
6040000000,-32.877991,-110.60909
6041000000,-32.877972,-112.96551
6042000000,-32.877811,-115.32128
6043000000,-32.877445,-117.67755
6044000000,-32.877224,-120.03432
6045000000,-32.876377,-122.39076
6046000000,-32.875404,-124.74695
6047000000,-32.874538,-127.10477
6048000000,-32.873356,-129.46388
6049000000,-32.872135,-131.8208
6050000000,-32.870304,-134.17838
6051000000,-32.868896,-136.53732
6052000000,-32.867371,-138.89711
6053000000,-32.865604,-141.25751
6054000000,-32.86356,-143.61972
6055000000,-32.861126,-145.9809
6056000000,-32.858955,-148.34415
6057000000,-32.856598,-150.70769
6058000000,-32.854004,-153.07295
6059000000,-32.85144,-155.43752
6060000000,-32.848946,-157.80296
6061000000,-32.846321,-160.1703
6062000000,-32.843693,-162.53786
6063000000,-32.840935,-164.90736
6064000000,-32.838257,-167.27673
6065000000,-32.835304,-169.64584
6066000000,-32.832748,-172.01845
6067000000,-32.829826,-174.39223
6068000000,-32.827106,-176.76494
6069000000,-32.824574,-179.13959
6070000000,-32.822083,178.4843
6071000000,-32.819359,176.1084
6072000000,-32.817146,173.73045
6073000000,-32.81461,171.35414
6074000000,-32.812233,168.97495
6075000000,-32.809917,166.5977
6076000000,-32.807648,164.2191
6077000000,-32.805573,161.84024
6078000000,-32.803616,159.45995
6079000000,-32.801483,157.08092
6080000000,-32.799763,154.70082
6081000000,-32.798046,152.32094
6082000000,-32.796356,149.94028
6083000000,-32.794807,147.56021
6084000000,-32.793392,145.18042
6085000000,-32.791634,142.8018
6086000000,-32.790146,140.42117
6087000000,-32.788651,138.04182
6088000000,-32.787098,135.66354
6089000000,-32.78566,133.28519
6090000000,-32.784256,130.90601
6091000000,-32.782978,128.52707
6092000000,-32.781605,126.14694
6093000000,-32.7803,123.76991
6094000000,-32.779037,121.39238
6095000000,-32.777634,119.01516
6096000000,-32.776531,116.63861
6097000000,-32.775078,114.26264
6098000000,-32.773983,111.88653
6099000000,-32.772198,109.5082
6100000000,-32.770695,107.1285
6101000000,-32.768925,104.75107
6102000000,-32.766945,102.37316
6103000000,-32.765087,99.997421
6104000000,-32.763424,97.619911
6105000000,-32.76152,95.244644
6106000000,-32.759594,92.868729
6107000000,-32.757469,90.491074
6108000000,-32.754967,88.115471
6109000000,-32.75259,85.737923
6110000000,-32.75024,83.361656
6111000000,-32.747944,80.982719
6112000000,-32.745716,78.605812
6113000000,-32.743206,76.225769
6114000000,-32.740574,73.846794
6115000000,-32.737999,71.4655
6116000000,-32.735195,69.085571
6117000000,-32.732391,66.705124
6118000000,-32.729897,64.325439
6119000000,-32.726971,61.943336
6120000000,-32.724159,59.562077
6121000000,-32.721336,57.179386
6122000000,-32.718578,54.796875
6123000000,-32.715832,52.414135
6124000000,-32.713043,50.029514
6125000000,-32.710236,47.64481
6126000000,-32.707478,45.261169
6127000000,-32.704781,42.876831
6128000000,-32.70179,40.493176
6129000000,-32.699192,38.108997
6130000000,-32.69669,35.723892
6131000000,-32.694149,33.339344
6132000000,-32.691601,30.954113
6133000000,-32.689072,28.570459
6134000000,-32.686657,26.185493
6135000000,-32.684486,23.801598
6136000000,-32.682079,21.415751
6137000000,-32.67984,19.03035
6138000000,-32.677807,16.646992
6139000000,-32.675694,14.262958
6140000000,-32.673531,11.87896
6141000000,-32.671577,9.4955158
6142000000,-32.669273,7.1123137
6143000000,-32.667038,4.7295957
6144000000,-32.664825,2.3459766
6145000000,-32.662342,-0.038295362
6146000000,-32.66024,-2.4197633
6147000000,-32.657818,-4.8030705
6148000000,-32.655186,-7.1868277
6149000000,-32.652935,-9.5702953
6150000000,-32.650177,-11.951521
6151000000,-32.64756,-14.332116
6152000000,-32.644978,-16.711544
6153000000,-32.64204,-19.093721
6154000000,-32.639126,-21.475323
6155000000,-32.636192,-23.855238
6156000000,-32.633011,-26.235149
6157000000,-32.629887,-28.615543
6158000000,-32.626308,-30.996471
6159000000,-32.622707,-33.378296
6160000000,-32.618877,-35.76004
6161000000,-32.614918,-38.14233
6162000000,-32.611118,-40.525486
6163000000,-32.607136,-42.910606
6164000000,-32.602997,-45.29417
6165000000,-32.598503,-47.678108
6166000000,-32.59409,-50.062489
6167000000,-32.589695,-52.44886
6168000000,-32.585121,-54.836464
6169000000,-32.580315,-57.22377
6170000000,-32.575138,-59.613319
6171000000,-32.570194,-62.003372
6172000000,-32.565292,-64.395012
6173000000,-32.559982,-66.787521
6174000000,-32.554741,-69.180946
6175000000,-32.54953,-71.576607
6176000000,-32.544594,-73.971558
6177000000,-32.539577,-76.368134
6178000000,-32.534363,-78.765175
6179000000,-32.529388,-81.164955
6180000000,-32.524662,-83.56501
6181000000,-32.519543,-85.965446
6182000000,-32.514603,-88.36734
6183000000,-32.509567,-90.768784
6184000000,-32.504974,-93.171036
6185000000,-32.50032,-95.5737
6186000000,-32.495712,-97.978737
6187000000,-32.491241,-100.3861
6188000000,-32.486877,-102.79276
6189000000,-32.48283,-105.2008
6190000000,-32.478878,-107.60784
6191000000,-32.475113,-110.01534
6192000000,-32.471714,-112.42364
6193000000,-32.468494,-114.83298
6194000000,-32.465435,-117.24268
6195000000,-32.462132,-119.65089
